clean,corrupted,correct_idx,template_label
The employment lasted from the year 1697 to the year 16,The employment lasted from the year 1601 to the year 16,97,9
The marriage lasted from the year 1136 to the year 11,The marriage lasted from the year 1101 to the year 11,36,3
The order lasted from the year 1389 to the year 13,The order lasted from the year 1301 to the year 13,89,8
The trial lasted from the year 1328 to the year 13,The trial lasted from the year 1301 to the year 13,28,2
The growth lasted from the year 1244 to the year 12,The growth lasted from the year 1201 to the year 12,44,4
The development lasted from the year 1405 to the year 14,The development lasted from the year 1401 to the year 14,5,0
The rule lasted from the year 1560 to the year 15,The rule lasted from the year 1501 to the year 15,60,6
The trip lasted from the year 1604 to the year 16,The trip lasted from the year 1601 to the year 16,4,0
The trip lasted from the year 1403 to the year 14,The trip lasted from the year 1401 to the year 14,3,0
The study lasted from the year 1279 to the year 12,The study lasted from the year 1201 to the year 12,79,7
The case lasted from the year 1526 to the year 15,The case lasted from the year 1501 to the year 15,26,2
The shift lasted from the year 1568 to the year 15,The shift lasted from the year 1501 to the year 15,68,6
The shift lasted from the year 1442 to the year 14,The shift lasted from the year 1401 to the year 14,42,4
The order lasted from the year 1791 to the year 17,The order lasted from the year 1701 to the year 17,91,9
The employment lasted from the year 1360 to the year 13,The employment lasted from the year 1301 to the year 13,60,6
The employment lasted from the year 1556 to the year 15,The employment lasted from the year 1501 to the year 15,56,5
The trip lasted from the year 1209 to the year 12,The trip lasted from the year 1201 to the year 12,9,0
The riot lasted from the year 1745 to the year 17,The riot lasted from the year 1701 to the year 17,45,4
The existence lasted from the year 1424 to the year 14,The existence lasted from the year 1401 to the year 14,24,2
The progress lasted from the year 1552 to the year 15,The progress lasted from the year 1501 to the year 15,52,5
The contract lasted from the year 1223 to the year 12,The contract lasted from the year 1201 to the year 12,23,2
The effect lasted from the year 1405 to the year 14,The effect lasted from the year 1401 to the year 14,5,0
The case lasted from the year 1244 to the year 12,The case lasted from the year 1201 to the year 12,44,4
The study lasted from the year 1731 to the year 17,The study lasted from the year 1701 to the year 17,31,3
The operation lasted from the year 1713 to the year 17,The operation lasted from the year 1701 to the year 17,13,1
The rise lasted from the year 1232 to the year 12,The rise lasted from the year 1201 to the year 12,32,3
The progress lasted from the year 1437 to the year 14,The progress lasted from the year 1401 to the year 14,37,3
The marriage lasted from the year 1268 to the year 12,The marriage lasted from the year 1201 to the year 12,68,6
The existence lasted from the year 1592 to the year 15,The existence lasted from the year 1501 to the year 15,92,9
The growth lasted from the year 1713 to the year 17,The growth lasted from the year 1701 to the year 17,13,1
The riot lasted from the year 1492 to the year 14,The riot lasted from the year 1401 to the year 14,92,9
The tests lasted from the year 1779 to the year 17,The tests lasted from the year 1701 to the year 17,79,7
The attack lasted from the year 1554 to the year 15,The attack lasted from the year 1501 to the year 15,54,5
The work lasted from the year 1519 to the year 15,The work lasted from the year 1501 to the year 15,19,1
The program lasted from the year 1768 to the year 17,The program lasted from the year 1701 to the year 17,68,6
The trial lasted from the year 1791 to the year 17,The trial lasted from the year 1701 to the year 17,91,9
The trial lasted from the year 1698 to the year 16,The trial lasted from the year 1601 to the year 16,98,9
The rise lasted from the year 1560 to the year 15,The rise lasted from the year 1501 to the year 15,60,6
The development lasted from the year 1593 to the year 15,The development lasted from the year 1501 to the year 15,93,9
The trial lasted from the year 1535 to the year 15,The trial lasted from the year 1501 to the year 15,35,3
The deal lasted from the year 1561 to the year 15,The deal lasted from the year 1501 to the year 15,61,6
The marriage lasted from the year 1407 to the year 14,The marriage lasted from the year 1401 to the year 14,7,0
The plan lasted from the year 1390 to the year 13,The plan lasted from the year 1301 to the year 13,90,9
The attack lasted from the year 1141 to the year 11,The attack lasted from the year 1101 to the year 11,41,4
The contact lasted from the year 1345 to the year 13,The contact lasted from the year 1301 to the year 13,45,4
The test lasted from the year 1566 to the year 15,The test lasted from the year 1501 to the year 15,66,6
The campaign lasted from the year 1132 to the year 11,The campaign lasted from the year 1101 to the year 11,32,3
The impact lasted from the year 1536 to the year 15,The impact lasted from the year 1501 to the year 15,36,3
The rise lasted from the year 1202 to the year 12,The rise lasted from the year 1201 to the year 12,2,0
The practice lasted from the year 1469 to the year 14,The practice lasted from the year 1401 to the year 14,69,6
The impact lasted from the year 1336 to the year 13,The impact lasted from the year 1301 to the year 13,36,3
The fall lasted from the year 1766 to the year 17,The fall lasted from the year 1701 to the year 17,66,6
The plan lasted from the year 1677 to the year 16,The plan lasted from the year 1601 to the year 16,77,7
The case lasted from the year 1757 to the year 17,The case lasted from the year 1701 to the year 17,57,5
The shift lasted from the year 1130 to the year 11,The shift lasted from the year 1101 to the year 11,30,3
The progress lasted from the year 1394 to the year 13,The progress lasted from the year 1301 to the year 13,94,9
The quest lasted from the year 1389 to the year 13,The quest lasted from the year 1301 to the year 13,89,8
The tests lasted from the year 1479 to the year 14,The tests lasted from the year 1401 to the year 14,79,7
The project lasted from the year 1456 to the year 14,The project lasted from the year 1401 to the year 14,56,5
The fall lasted from the year 1580 to the year 15,The fall lasted from the year 1501 to the year 15,80,8
The rule lasted from the year 1182 to the year 11,The rule lasted from the year 1101 to the year 11,82,8
The existence lasted from the year 1656 to the year 16,The existence lasted from the year 1601 to the year 16,56,5
The development lasted from the year 1628 to the year 16,The development lasted from the year 1601 to the year 16,28,2
The test lasted from the year 1433 to the year 14,The test lasted from the year 1401 to the year 14,33,3
The progress lasted from the year 1513 to the year 15,The progress lasted from the year 1501 to the year 15,13,1
The case lasted from the year 1422 to the year 14,The case lasted from the year 1401 to the year 14,22,2
The program lasted from the year 1658 to the year 16,The program lasted from the year 1601 to the year 16,58,5
The contract lasted from the year 1643 to the year 16,The contract lasted from the year 1601 to the year 16,43,4
The contact lasted from the year 1424 to the year 14,The contact lasted from the year 1401 to the year 14,24,2
The riot lasted from the year 1225 to the year 12,The riot lasted from the year 1201 to the year 12,25,2
The case lasted from the year 1495 to the year 14,The case lasted from the year 1401 to the year 14,95,9
The progress lasted from the year 1438 to the year 14,The progress lasted from the year 1401 to the year 14,38,3
The riot lasted from the year 1402 to the year 14,The riot lasted from the year 1401 to the year 14,2,0
The operation lasted from the year 1255 to the year 12,The operation lasted from the year 1201 to the year 12,55,5
The development lasted from the year 1406 to the year 14,The development lasted from the year 1401 to the year 14,6,0
The testing lasted from the year 1338 to the year 13,The testing lasted from the year 1301 to the year 13,38,3
The employment lasted from the year 1688 to the year 16,The employment lasted from the year 1601 to the year 16,88,8
The deal lasted from the year 1605 to the year 16,The deal lasted from the year 1601 to the year 16,5,0
The trip lasted from the year 1534 to the year 15,The trip lasted from the year 1501 to the year 15,34,3
