clean,corrupted,correct_answer,correct_idx,incorrect_answer,incorrect_idx,template_idx,template_text,template_label,variant_idx,quote_style
"def convert_to_set(activity):
    lower, right = activity.split('-","def convert_to_set(activity):
    lower, right = activity.split(""-",'),956,""")",1644,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_s,9,single
clear_canvas('layout_file.txt,"clear_canvas(""layout_file.txt",'),956,""")",1644,7,[FUNC_NAME]('[FILE_NAME],function_call_s,24,single
"    build_token = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",    build_token = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,""")",1644,'),956,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_d,22,double
"for answer in choice_list:
    if len(answer) == 0:
        print('invalid","for answer in choice_list:
    if len(answer) == 0:
        print(""invalid",'),956,""")",1644,11,"for [ITEM_VAR] in [ITEM_SET]:
    if len([ITEM_VAR]) == 0:
        print('invalid",for_loop_s,19,single
"for vertex in vertex_data:
    for item in vertex:
        if(item == ()):
            print(""No item at the current iteration","for vertex in vertex_data:
    for item in vertex:
        if(item == ()):
            print('No item at the current iteration",""")",1644,'),956,14,"for [OUTER_ITEM] in [OUTER_SET]:
    for [INNER_ITEM] in [OUTER_ITEM]:
        if([INNER_ITEM] == ()):
            print('No [INNER_ITEM] at the current iteration",nested_loop_d,2,double
"print(""Prompt Question 4.",print('Prompt Question 4.,""")",1644,'),956,3,print('[QUESTION_TEXT],print_stmt_3_d,23,double
"if input_broken:
    print('There is no topological sort, the graph has a cycle","if input_broken:
    print(""There is no topological sort, the graph has a cycle",'),956,""")",1644,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_s,16,single
"def convert_to_set(activity):
    lower, upper = activity.split('-","def convert_to_set(activity):
    lower, upper = activity.split(""-",'),956,""")",1644,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_s,10,single
"raise ValueError(""Corrupted config blob",raise ValueError('Corrupted config blob,""")",1644,'),956,6,raise ValueError('[ERROR_TEXT],raise_error_d,37,double
"def convert_to_set(activity):
    left, finish = activity.split(""-","def convert_to_set(activity):
    left, finish = activity.split('-",""")",1644,'),956,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_d,7,double
package = Project('Project A,"package = Project(""Project A",'),956,""")",1644,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_s,30,single
"print(""Prompt Case 1.",print('Prompt Case 1.,""")",1644,'),956,3,print('[QUESTION_TEXT],print_stmt_3_d,25,double
"if write_failed:
    print(""There is no topological sort, the graph has a cycle","if write_failed:
    print('There is no topological sort, the graph has a cycle",""")",1644,'),956,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_d,24,double
"def convert_to_set(segment):
    start, upper = segment.split(""-","def convert_to_set(segment):
    start, upper = segment.split('-",""")",1644,'),956,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_d,18,double
package = Project('Project H,"package = Project(""Project H",'),956,""")",1644,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_s,37,single
"clear_board(""canvas_file.txt",clear_board('canvas_file.txt,""")",1644,'),956,7,[FUNC_NAME]('[FILE_NAME],function_call_d,17,double
"def convert_to_set(segment):
    start, finish = segment.split(""-","def convert_to_set(segment):
    start, finish = segment.split('-",""")",1644,'),956,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_d,19,double
"def main():
    tree = gt.tx_graph()
    tree.read_data('graph_data.csv","def main():
    tree = gt.tx_graph()
    tree.read_data(""graph_data.csv",'),956,""")",1644,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_s,21,single
"for answer in solution_set:
    if len(answer) == 0:
        print('invalid","for answer in solution_set:
    if len(answer) == 0:
        print(""invalid",'),956,""")",1644,11,"for [ITEM_VAR] in [ITEM_SET]:
    if len([ITEM_VAR]) == 0:
        print('invalid",for_loop_s,10,single
"def main():
    network = gt.tx_graph()
    network.read_data(""task_data.csv","def main():
    network = gt.tx_graph()
    network.read_data('task_data.csv",""")",1644,'),956,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_d,16,double
print('Output Case 1.,"print(""Output Case 1.",'),956,""")",1644,3,print('[QUESTION_TEXT],print_stmt_3_s,5,single
"def main():
    tree = gt.tx_graph()
    tree.read_data('mesh_data.csv","def main():
    tree = gt.tx_graph()
    tree.read_data(""mesh_data.csv",'),956,""")",1644,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_s,23,single
"def main():
    mesh = gt.tx_graph()
    mesh.read_data('network_data.csv","def main():
    mesh = gt.tx_graph()
    mesh.read_data(""network_data.csv",'),956,""")",1644,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_s,32,single
"if degree not in range(3, n-1):
    print(""Degree should be in the range [3, n-1]","if degree not in range(3, n-1):
    print('Degree should be in the range [3, n-1]",""")",1644,'),956,8,"if degree not in range(3, [LIMIT_VAR]-1):
    print('Degree should be in the range [3, [LIMIT_VAR]-1]",if_clause_2_d,0,double
"def convert_to_set(segment):
    left, end = segment.split(""-","def convert_to_set(segment):
    left, end = segment.split('-",""")",1644,'),956,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_d,20,double
"def main():
    network = gt.tx_graph()
    network.read_data('bigger_data.csv","def main():
    network = gt.tx_graph()
    network.read_data(""bigger_data.csv",'),956,""")",1644,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_s,10,single
"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    issue.append(""Invalid Input","if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    issue.append('Invalid Input",""")",1644,'),956,9,"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    [RESULT_LIST].append('Invalid Input",append_call_d,8,double
"def convert_to_set(segment):
    left, end = segment.split('-","def convert_to_set(segment):
    left, end = segment.split(""-",'),956,""")",1644,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_s,20,single
print('Balanced Parser Usage.,"print(""Balanced Parser Usage.",'),956,""")",1644,2,print('[USAGE_TEXT],print_stmt_2_s,18,single
"for vertex in record_data:
    for point in vertex:
        if(point == ()):
            print('No point at the current iteration","for vertex in record_data:
    for point in vertex:
        if(point == ()):
            print(""No point at the current iteration",'),956,""")",1644,14,"for [OUTER_ITEM] in [OUTER_SET]:
    for [INNER_ITEM] in [OUTER_ITEM]:
        if([INNER_ITEM] == ()):
            print('No [INNER_ITEM] at the current iteration",nested_loop_s,20,single
print('Balanced Server Usage.,"print(""Balanced Server Usage.",'),956,""")",1644,2,print('[USAGE_TEXT],print_stmt_2_s,13,single
"              print(""no more empty ranges",              print('no more empty ranges,""")",1644,'),956,12,              print('[STATUS_TEXT],print_stmt_4_d,34,double
"def convert_to_set(interval):
    start, right = interval.split(""-","def convert_to_set(interval):
    start, right = interval.split('-",""")",1644,'),956,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_d,33,double
"              print(""no more active nodes",              print('no more active nodes,""")",1644,'),956,12,              print('[STATUS_TEXT],print_stmt_4_d,4,double
"  print(""Steps from source.",  print('Steps from source.,""")",1644,'),956,1,  print('[PRINT_TEXT],print_stmt_1_d,31,double
print('Prompt Question 5.,"print(""Prompt Question 5.",'),956,""")",1644,3,print('[QUESTION_TEXT],print_stmt_3_s,24,single
"for solution in solution_set:
    if len(solution) == 0:
        print('invalid","for solution in solution_set:
    if len(solution) == 0:
        print(""invalid",'),956,""")",1644,11,"for [ITEM_VAR] in [ITEM_SET]:
    if len([ITEM_VAR]) == 0:
        print('invalid",for_loop_s,0,single
"  print(""Path from entry.",  print('Path from entry.,""")",1644,'),956,1,  print('[PRINT_TEXT],print_stmt_1_d,25,double
"raise ValueError(""Broken message body",raise ValueError('Broken message body,""")",1644,'),956,6,raise ValueError('[ERROR_TEXT],raise_error_d,26,double
"raise ValueError(""Broken packet header",raise ValueError('Broken packet header,""")",1644,'),956,6,raise ValueError('[ERROR_TEXT],raise_error_d,25,double
              print('no more pending points,"              print(""no more pending points",'),956,""")",1644,12,              print('[STATUS_TEXT],print_stmt_4_s,1,single
"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    updates.append('Invalid Input","if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    updates.append(""Invalid Input",'),956,""")",1644,9,"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    [RESULT_LIST].append('Invalid Input",append_call_s,13,single
              print('no more stalled updates,"              print(""no more stalled updates",'),956,""")",1644,12,              print('[STATUS_TEXT],print_stmt_4_s,22,single
"         if alt < route_map.get(v, float('inf","         if alt < route_map.get(v, float(""inf",'),956,""")",1644,10,"         if [ALT_VAR] < [DIST_VAR].get([NODE_VAR], float('inf",if_clause_3_s,30,single
"  print(""Steps from entry.",  print('Steps from entry.,""")",1644,'),956,1,  print('[PRINT_TEXT],print_stmt_1_d,35,double
"if index_dirty:
    print(""There is no topological sort, the graph has a cycle","if index_dirty:
    print('There is no topological sort, the graph has a cycle",""")",1644,'),956,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_d,33,double
"print(""Balanced Sensor Usage.",print('Balanced Sensor Usage.,""")",1644,'),956,2,print('[USAGE_TEXT],print_stmt_2_d,12,double
"raise ValueError(""Malformed packet header",raise ValueError('Malformed packet header,""")",1644,'),956,6,raise ValueError('[ERROR_TEXT],raise_error_d,15,double
"def convert_to_set(activity):
    start, finish = activity.split(""-","def convert_to_set(activity):
    start, finish = activity.split('-",""")",1644,'),956,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_d,3,double
"print(""Result Question 3.",print('Result Question 3.,""")",1644,'),956,3,print('[QUESTION_TEXT],print_stmt_3_d,12,double
"         if alt < min_cost.get(v, float('inf","         if alt < min_cost.get(v, float(""inf",'),956,""")",1644,10,"         if [ALT_VAR] < [DIST_VAR].get([NODE_VAR], float('inf",if_clause_3_s,20,single
"def main():
    network = gt.tx_graph()
    network.read_data(""state_data.csv","def main():
    network = gt.tx_graph()
    network.read_data('state_data.csv",""")",1644,'),956,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_d,17,double
              print('no more waiting jobs,"              print(""no more waiting jobs",'),956,""")",1644,12,              print('[STATUS_TEXT],print_stmt_4_s,11,single
"if has_failure:
    print('There is no topological sort, the graph has a cycle","if has_failure:
    print(""There is no topological sort, the graph has a cycle",'),956,""")",1644,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_s,4,single
"              print(""no more open segments",              print('no more open segments,""")",1644,'),956,12,              print('[STATUS_TEXT],print_stmt_4_d,37,double
"if write_failed:
    print('There is no topological sort, the graph has a cycle","if write_failed:
    print(""There is no topological sort, the graph has a cycle",'),956,""")",1644,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_s,24,single
clear_grid('screen_file.txt,"clear_grid(""screen_file.txt",'),956,""")",1644,7,[FUNC_NAME]('[FILE_NAME],function_call_s,8,single
"         if alt < best_cost.get(node, float(""inf","         if alt < best_cost.get(node, float('inf",""")",1644,'),956,10,"         if [ALT_VAR] < [DIST_VAR].get([NODE_VAR], float('inf",if_clause_3_d,16,double
"    timestamp = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",    timestamp = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,""")",1644,'),956,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_d,0,double
"    clock_code = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",    clock_code = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,""")",1644,'),956,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_d,34,double
"for match in path_set:
    if len(match) == 0:
        print('invalid","for match in path_set:
    if len(match) == 0:
        print(""invalid",'),956,""")",1644,11,"for [ITEM_VAR] in [ITEM_SET]:
    if len([ITEM_VAR]) == 0:
        print('invalid",for_loop_s,38,single
"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    record.append(""Invalid Input","if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    record.append('Invalid Input",""")",1644,'),956,9,"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    [RESULT_LIST].append('Invalid Input",append_call_d,3,double
"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    logs.append(""Invalid Input","if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    logs.append('Invalid Input",""")",1644,'),956,9,"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    [RESULT_LIST].append('Invalid Input",append_call_d,38,double
"for match in solution_set:
    if len(match) == 0:
        print('invalid","for match in solution_set:
    if len(match) == 0:
        print(""invalid",'),956,""")",1644,11,"for [ITEM_VAR] in [ITEM_SET]:
    if len([ITEM_VAR]) == 0:
        print('invalid",for_loop_s,30,single
"for vertex in row_data:
    for entry in vertex:
        if(entry == ()):
            print(""No entry at the current iteration","for vertex in row_data:
    for entry in vertex:
        if(entry == ()):
            print('No entry at the current iteration",""")",1644,'),956,14,"for [OUTER_ITEM] in [OUTER_SET]:
    for [INNER_ITEM] in [OUTER_ITEM]:
        if([INNER_ITEM] == ()):
            print('No [INNER_ITEM] at the current iteration",nested_loop_d,9,double
    audit_stamp = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,"    audit_stamp = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",'),956,""")",1644,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_s,7,single
"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    routes.append('Invalid Input","if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    routes.append(""Invalid Input",'),956,""")",1644,9,"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    [RESULT_LIST].append('Invalid Input",append_call_s,27,single
"    log_code = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",    log_code = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,""")",1644,'),956,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_d,31,double
raise ValueError('Broken byte sequence,"raise ValueError(""Broken byte sequence",'),956,""")",1644,6,raise ValueError('[ERROR_TEXT],raise_error_s,23,single
print('Balanced Sensor Usage.,"print(""Balanced Sensor Usage.",'),956,""")",1644,2,print('[USAGE_TEXT],print_stmt_2_s,12,single
              print('no more cached warnings,"              print(""no more cached warnings",'),956,""")",1644,12,              print('[STATUS_TEXT],print_stmt_4_s,27,single
"         if alt < costs.get(neighbor, float('inf","         if alt < costs.get(neighbor, float(""inf",'),956,""")",1644,10,"         if [ALT_VAR] < [DIST_VAR].get([NODE_VAR], float('inf",if_clause_3_s,8,single
