clean,corrupted,colon_newline,template_idx,template_text,template_label,variant_idx,branch_style
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], tag, route)
    else","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], tag, route)
    elif",1,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_else,26,else
"if match:
    cache = match
    return match
else","if match:
    cache = match
    return match
elif",1,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_else,32,else
"if strategy == 'bfs':
    return bfs(start, visited, done_test, steps)
elif strategy == 'dfs':
    return dfs(start, visited, done_test, steps)
elif","if strategy == 'bfs':
    return bfs(start, visited, done_test, steps)
elif strategy == 'dfs':
    return dfs(start, visited, done_test, steps)
else",0,5,"if [STRATEGY_VAR] == 'bfs':
    return bfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
elif [STRATEGY_VAR] == 'dfs':
    return dfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
else",strategy_branch_elif,24,elif
"if random.random() < 0.5:
    constraint_list.append(f""ML,{mate},{element}"")
elif","if random.random() < 0.5:
    constraint_list.append(f""ML,{mate},{element}"")
else",0,14,"if random.random() < 0.5:
    [OUT_VAR].append(f""ML,{[PEER_VAR]},{[ELEMENT_VAR]}"")
else",random_split_elif,32,elif
"if label_counts[node.topic] >= target_size:
    carry_nodes.append(node)
else","if label_counts[node.topic] >= target_size:
    carry_nodes.append(node)
elif",1,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_else,8,else
"if root_id not in family_stats:
    family_stats[root_id] = (span, sample_count)
else","if root_id not in family_stats:
    family_stats[root_id] = (span, sample_count)
elif",1,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_else,19,else
"if isl_constraint.is_equality():
    return expr_total == -coefs['1']
elif","if isl_constraint.is_equality():
    return expr_total == -coefs['1']
else",0,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_elif,13,elif
"if character in string:
    front, second = string.split(character, 1)
elif","if character in string:
    front, second = string.split(character, 1)
else",0,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_elif,39,elif
"if strategy == 'bfs':
    return bfs(start, visited, goal_test, outgoing)
elif strategy == 'dfs':
    return dfs(start, visited, goal_test, outgoing)
else","if strategy == 'bfs':
    return bfs(start, visited, goal_test, outgoing)
elif strategy == 'dfs':
    return dfs(start, visited, goal_test, outgoing)
elif",1,5,"if [STRATEGY_VAR] == 'bfs':
    return bfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
elif [STRATEGY_VAR] == 'dfs':
    return dfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
else",strategy_branch_else,3,else
"if value:
    record = value
    return value
elif","if value:
    record = value
    return value
else",0,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_elif,11,elif
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], key, link)
    elif","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], key, link)
    else",0,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_elif,38,elif
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], tag, cursor)
    else","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], tag, cursor)
    elif",1,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_else,28,else
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], key, link)
    else","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], key, link)
    elif",1,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_else,38,else
"if isl_constraint.is_equality():
    return solver_expr == -terms['1']
elif","if isl_constraint.is_equality():
    return solver_expr == -terms['1']
else",0,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_elif,19,elif
"if (nums <= 32):
    return solver(count, total)
elif","if (nums <= 32):
    return solver(count, total)
else",0,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_elif,21,elif
"if character in string:
    front, back = string.split(character, 1)
else","if character in string:
    front, back = string.split(character, 1)
elif",1,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_else,36,else
"if status:
    saved = status
    return status
else","if status:
    saved = status
    return status
elif",1,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_else,25,else
"if label_counts[record.topic] >= target_size:
    retry_nodes.append(record)
elif","if label_counts[record.topic] >= target_size:
    retry_nodes.append(record)
else",0,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_elif,28,elif
"if program_dir == 0:
    program_dir = neg_dir
elif program_dir == 1:
    program_dir = pos_dir
elif","if program_dir == 0:
    program_dir = neg_dir
elif program_dir == 1:
    program_dir = pos_dir
else",0,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_elif,36,elif
"if arr[y][col] == base_cell:
    arr[y][col] = 1
else","if arr[y][col] == base_cell:
    arr[y][col] = 1
elif",1,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_else,9,else
"if data[index] < value:
    match_idx = index
    left_idx = index + 1
elif","if data[index] < value:
    match_idx = index
    left_idx = index + 1
else",0,10,"if [DATA_VAR][[INDEX_VAR]] < [VALUE_VAR]:
    [RESULT_VAR] = [INDEX_VAR]
    [LOW_VAR] = [INDEX_VAR] + 1
else",binary_search_elif,26,elif
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], name, cursor)
    else","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], name, cursor)
    elif",1,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_else,4,else
"if arr[y][column] == self.C[0]:
    arr[y][column] = 1
else","if arr[y][column] == self.C[0]:
    arr[y][column] = 1
elif",1,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_else,25,else
"if label_counts[value.topic] >= target_size:
    carry_nodes.append(value)
else","if label_counts[value.topic] >= target_size:
    carry_nodes.append(value)
elif",1,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_else,14,else
"if time > last_time:
    start_time = last_time + 1
elif","if time > last_time:
    start_time = last_time + 1
else",0,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_elif,24,elif
"if character in string:
    prefix, second = string.split(character, 1)
else","if character in string:
    prefix, second = string.split(character, 1)
elif",1,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_else,23,else
"if character in string:
    left, suffix = string.split(character, 1)
elif","if character in string:
    left, suffix = string.split(character, 1)
else",0,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_elif,2,elif
"if room_num:
    set_parameter(board_instance, slot_param, slot_name + ' - ' + room_num)
elif","if room_num:
    set_parameter(board_instance, slot_param, slot_name + ' - ' + room_num)
else",0,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_elif,35,elif
"if value:
    saved = value
    return value
elif","if value:
    saved = value
    return value
else",0,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_elif,9,elif
"if eval(problem) == check:
    print(""clear"")
elif","if eval(problem) == check:
    print(""clear"")
else",0,1,"if eval([PROBLEM_VAR]) == [ANSWER_VAR]:
    print([SUCCESS_MSG])
else",answer_check_elif,39,elif
"if strategy == 'bfs':
    return bfs(start, visited, goal_test, steps)
elif strategy == 'dfs':
    return dfs(start, visited, goal_test, steps)
else","if strategy == 'bfs':
    return bfs(start, visited, goal_test, steps)
elif strategy == 'dfs':
    return dfs(start, visited, goal_test, steps)
elif",1,5,"if [STRATEGY_VAR] == 'bfs':
    return bfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
elif [STRATEGY_VAR] == 'dfs':
    return dfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
else",strategy_branch_else,4,else
"if time > last_train_time:
    begin_at = last_train_time + 1
elif","if time > last_train_time:
    begin_at = last_train_time + 1
else",0,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_elif,1,elif
"if data[index] < value:
    last_idx = index
    begin = index + 1
elif","if data[index] < value:
    last_idx = index
    begin = index + 1
else",0,10,"if [DATA_VAR][[INDEX_VAR]] < [VALUE_VAR]:
    [RESULT_VAR] = [INDEX_VAR]
    [LOW_VAR] = [INDEX_VAR] + 1
else",binary_search_elif,19,elif
"if end is None:
    goal = (grid_rows-1, grid_cols-1)
else","if end is None:
    goal = (grid_rows-1, grid_cols-1)
elif",1,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_else,18,else
"if program_dir == 0:
    program_dir = reverse_step
elif program_dir == 1:
    program_dir = forward_step
else","if program_dir == 0:
    program_dir = reverse_step
elif program_dir == 1:
    program_dir = forward_step
elif",1,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_else,0,else
"if eval(problem) == label:
    print(""passed"")
elif","if eval(problem) == label:
    print(""passed"")
else",0,1,"if eval([PROBLEM_VAR]) == [ANSWER_VAR]:
    print([SUCCESS_MSG])
else",answer_check_elif,33,elif
"if character in string:
    front, suffix = string.split(character, 1)
else","if character in string:
    front, suffix = string.split(character, 1)
elif",1,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_else,34,else
"if character in string:
    head, rhs = string.split(character, 1)
else","if character in string:
    head, rhs = string.split(character, 1)
elif",1,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_else,25,else
"if label_counts[packet.topic] >= target_size:
    retry_nodes.append(packet)
else","if label_counts[packet.topic] >= target_size:
    retry_nodes.append(packet)
elif",1,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_else,31,else
"if time > stored_time:
    begin_at = stored_time + 1
elif","if time > stored_time:
    begin_at = stored_time + 1
else",0,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_elif,33,elif
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], label, path)
    elif","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], label, path)
    else",0,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_elif,8,elif
"if room_num:
    set_parameter(board_instance, room_param, space_name + ' - ' + room_num)
else","if room_num:
    set_parameter(board_instance, room_param, space_name + ' - ' + room_num)
elif",1,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_else,15,else
"if room_num:
    set_parameter(board_instance, field_param, panel_name + ' - ' + room_num)
elif","if room_num:
    set_parameter(board_instance, field_param, panel_name + ' - ' + room_num)
else",0,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_elif,21,elif
"if data[index] < value:
    stop_idx = index
    floor_idx = index + 1
elif","if data[index] < value:
    stop_idx = index
    floor_idx = index + 1
else",0,10,"if [DATA_VAR][[INDEX_VAR]] < [VALUE_VAR]:
    [RESULT_VAR] = [INDEX_VAR]
    [LOW_VAR] = [INDEX_VAR] + 1
else",binary_search_elif,37,elif
"if end is None:
    finish = (self.num_rows-1, cols-1)
elif","if end is None:
    finish = (self.num_rows-1, cols-1)
else",0,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_elif,26,elif
"if (nums <= 20):
    return rank_nodes(value, total)
elif","if (nums <= 20):
    return rank_nodes(value, total)
else",0,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_elif,9,elif
"if end is None:
    finish = (self.num_rows-1, maze_cols-1)
else","if end is None:
    finish = (self.num_rows-1, maze_cols-1)
elif",1,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_else,29,else
"if status:
    memo = status
    return status
elif","if status:
    memo = status
    return status
else",0,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_elif,29,elif
"if random.random() < 0.5:
    constraint_list.append(f""ML,{partner},{entry}"")
elif","if random.random() < 0.5:
    constraint_list.append(f""ML,{partner},{entry}"")
else",0,14,"if random.random() < 0.5:
    [OUT_VAR].append(f""ML,{[PEER_VAR]},{[ELEMENT_VAR]}"")
else",random_split_elif,20,elif
"if label_counts[packet.topic] >= target_size:
    carry_nodes.append(packet)
elif","if label_counts[packet.topic] >= target_size:
    carry_nodes.append(packet)
else",0,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_elif,15,elif
"if arr[y][ix] == dead_cell:
    arr[y][ix] = 1
elif","if arr[y][ix] == dead_cell:
    arr[y][ix] = 1
else",0,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_elif,21,elif
"if label_counts[entry.topic] >= target_size:
    retry_nodes.append(entry)
elif","if label_counts[entry.topic] >= target_size:
    retry_nodes.append(entry)
else",0,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_elif,26,elif
"if value:
    saved = value
    return value
else","if value:
    saved = value
    return value
elif",1,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_else,9,else
"if (nums <= 20):
    return gianlyung(nums, value)
elif","if (nums <= 20):
    return gianlyung(nums, value)
else",0,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_elif,5,elif
"if status:
    note = status
    return status
else","if status:
    note = status
    return status
elif",1,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_else,31,else
"if end is None:
    goal = (maze_rows-1, cols-1)
elif","if end is None:
    goal = (maze_rows-1, cols-1)
else",0,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_elif,21,elif
"if end is None:
    goal = (self.num_rows-1, cols-1)
else","if end is None:
    goal = (self.num_rows-1, cols-1)
elif",1,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_else,1,else
"if (nums <= 20):
    return walk_path(size, count)
elif","if (nums <= 20):
    return walk_path(size, count)
else",0,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_elif,8,elif
"if end is None:
    goal = (rows-1, maze_cols-1)
else","if end is None:
    goal = (rows-1, maze_cols-1)
elif",1,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_else,9,else
"if root_id not in family_stats:
    family_stats[root_id] = (size, household_count)
else","if root_id not in family_stats:
    family_stats[root_id] = (size, household_count)
elif",1,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_else,24,else
"if time > prev_time:
    entry_time = prev_time + 1
elif","if time > prev_time:
    entry_time = prev_time + 1
else",0,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_elif,22,elif
"if room_num:
    set_parameter(board_instance, field_param, slot_name + ' - ' + room_num)
else","if room_num:
    set_parameter(board_instance, field_param, slot_name + ' - ' + room_num)
elif",1,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_else,19,else
"if random.random() < 0.5:
    constraint_list.append(f""ML,{peer},{value}"")
elif","if random.random() < 0.5:
    constraint_list.append(f""ML,{peer},{value}"")
else",0,14,"if random.random() < 0.5:
    [OUT_VAR].append(f""ML,{[PEER_VAR]},{[ELEMENT_VAR]}"")
else",random_split_elif,2,elif
